Time_Stamp,Date,Text,Post_ID,Attribution_Presence,Attribution_Number,Sender_Relevance,Evaluation,Target,Specific_Individual,Specific_Collective,Topic
0,2016-07-27 16:03:07,"Join our next Vice President, @Mike_Pence in Wisconsin tonight &amp; Michigan Thursday!

MI: https://t.co/daR2xIhCEs
WI: https://t.co/LKc7e4VZkB",236M,0,,,,,,,
0,2016-07-27 17:16:56,"Great new poll - thank you!
#MakeAmericaGreatAgain https://t.co/mXovx0TLPC",236F,0,,,,,,,
0,2016-07-27 19:15:42,Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw,89L,0,,,,,,,
0,2016-07-27 21:58:43,"Thank you Pennsylvania!
#MakeAmericaGreatAgain 
https://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw",89A,0,,,,,,,
0,2016-07-28 02:39:07,Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!,89M,1,1.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-07-28 03:56:47,"""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly""",89F,1,1.0,0.0,,,,,
0,2016-07-28 15:09:11,President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC,96L,0,,,,,,,
0,2016-07-28 18:36:06,Bernie caved! https://t.co/xtcOnA8cw1,96A,0,,,,,,,
0,2016-07-28 20:31:59,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",96M,0,,,,,,,
0,2016-07-28 21:38:12,"""Dems warn not to underestimate Trump's potential win""
https://t.co/X3xHtjhHpB",96F,0,,,,,,,
0,2016-07-28 23:13:55,#CrookedHillary https://t.co/JeXFnO6e3s,31L,0,,,,,,,
0,2016-07-29 02:26:27,"Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta",31A,0,,,,,,,
0,2016-07-29 03:54:22,"Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",31F,0,,,,,,,
0,2016-07-29 03:59:04,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,108L,1,1.0,1.0,0.0,1.0,Hillary Clinton,,3.0
0,2016-07-29 12:51:13,"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!",108A,0,,,,,,,
0,2016-07-29 13:13:16,"CAMPAIGN STATEMENT: 
https://t.co/RNW3ED2ifR",108M,0,,,,,,,
0,2016-07-29 13:27:24,Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU,108F,0,,,,,,,
0,2016-07-29 13:59:42,"""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!",83L,0,,,,,,,
0,2016-07-29 14:14:25,"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!",83A,0,,,,,,,
0,2016-07-29 16:56:30,The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!,83M,0,,,,,,,
0,2016-07-29 17:03:56,"Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!",83F,0,,,,,,,
0,2016-07-29 18:10:58,"Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!

Colorado Springs: https://t.co/HgFW7IRtz9

Denver: https://t.co/aE5P9jNcFC",295L,0,,,,,,,
0,2016-07-29 20:04:03,"""Only a Reagan or a Trump-like figure in the White House will achieve this goal."" https://t.co/6a7Ef12giZ",295A,1,1.0,0.0,,,,,
0,2016-07-30 00:34:52,"Thank you to the amazing law enforcement officers in Colorado!
#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN",295M,0,,,,,,,
0,2016-07-30 01:01:43,#CrookedHillary Job Application https://t.co/CKXkAlGSiV,295F,0,,,,,,,
0,2016-07-30 03:22:57,"Thank you Denver, Colorado! 
#MakeAmericaGreatAgain! https://t.co/1KHrLdkOyW",282L,0,,,,,,,
0,2016-07-30 12:54:44,"Hillary can never win over Bernie supporters. Her foreign wars, 
NAFTA/TPP support &amp; Wall Street ties are driving away millions of votes.",282A,0,,,,,,,
0,2016-07-30 13:35:20,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp,282M,1,1.0,1.0,1.0,2.0,,The Trump-Administration,1.0
0,2016-07-30 14:19:56,"While I am in OH &amp; PA - you can also join @Mike_Pence in Nevada on Mon!

Carson City: https://t.co/28G3RVbFsn

Reno: https://t.co/4nLjRGyFYw",282F,0,,,,,,,
0,2016-07-30 17:45:32,I will write a $2 MILLION check to our campaign if we hit our million-dollar end-of-month goal! https://t.co/fUTugI2R2k,67L,1,1.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-07-30 18:34:54,#CrookedHillary https://t.co/xyoPFJmByp,67A,0,,,,,,,
0,2016-07-30 20:01:32,"I turned down a meeting with Charles and David Koch. Much better for them to meet with the puppets of politics, they will do much better!",67M,1,1.0,1.0,0.0,2.0,,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",3.0
0,2016-07-30 21:55:48,"#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql",67F,1,1.0,1.0,0.0,1.0,Hillary Clinton,,1.0
0,2016-07-30 22:12:36,"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!",225L,1,1.0,1.0,0.0,2.0,,Progressive: Democrats/Liberals/Left-wing ideologists,1.0
0,2016-07-30 22:28:22,Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews,225A,1,1.0,1.0,,,,,
0,2016-07-31 03:32:40,Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!,225M,0,,,,,,,
0,2016-07-31 12:57:21,"Captain Khan, killed 12 years ago, was a hero, but this is about RADICAL ISLAMIC TERROR and the weakness of our ""leaders"" to eradicate it!",225F,0,,,,,,,
0,2016-07-31 20:09:00,"The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?",34L,0,,,,,,,
0,2016-08-01 00:57:15,"Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!",34A,0,,,,,,,
0,2016-08-01 12:50:32,"When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!",34M,0,,,,,,,
0,2016-08-01 14:48:22,"#CrookedHillary 
https://t.co/oHI6xrDJU0",34F,0,,,,,,,
0,2016-08-01 18:42:50,CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.,60L,1,1.0,1.0,0.0,2.0,,"Media (e.g., Fake News)",3.0
0,2016-08-01 18:44:04,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?,60A,0,,,,,,,
0,2016-08-01 18:47:54,People believe CNN these days almost as little as they believe Hillary....that's really saying something!,60M,0,,,,,,,
0,2016-08-01 20:42:50,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",60F,0,,,,,,,
0,2016-08-01 22:46:28,"Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz",178L,1,1.0,1.0,0.0,1.0,Hillary Clinton,,4.0
0,2016-08-01 22:52:39,When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?,178A,0,,,,,,,
0,2016-08-01 23:02:59,"Join me in Florida on Wednesday! Daytona &amp; Jacksonville:

Daytona | 3pm- https://t.co/rJjYUbwiLL
Jacksonville | 7pm- https://t.co/zfxeNbr1nq",178M,0,,,,,,,
0,2016-08-02 01:58:48,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9",178F,0,,,,,,,
0,2016-08-02 10:24:03,The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD,199L,0,,,,,,,
0,2016-08-02 15:10:26,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more.  Get YOURS today!  https://t.co/KpVEN635SH",199A,0,,,,,,,
0,2016-08-02 16:57:16,Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM,199M,0,,,,,,,
0,2016-08-02 18:13:10,#CrookedHillary https://t.co/xe0I0EmxMa,199F,0,,,,,,,
0,2016-08-02 19:07:25,President Obama will go down as perhaps the worst president in the history of the United States!,165L,0,,,,,,,
0,2016-08-02 21:52:32,My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy,165A,0,,,,,,,
0,2016-08-03 09:14:40,"There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!",165M,0,,,,,,,
0,2016-08-03 21:57:07,"THANK YOU Daytona Beach, Florida!
#MakeAmericaGreatAgain https://t.co/IAcLfXe463",165F,0,,,,,,,
0,2016-08-04 02:27:52,"Thank you Jacksonville, Florida!
#MakeAmericaGreatAgain 
https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs",149L,0,,,,,,,
0,2016-08-04 19:16:00,"Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca",149A,0,,,,,,,
0,2016-08-04 22:42:13,"Thank you Portland, Maine! 
#MakeAmericaGreatAgain 
https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw",149M,0,,,,,,,
0,2016-08-05 02:18:18,President Obama should ask the DNC about how they rigged the election against Bernie.,149F,0,,,,,,,
0,2016-08-05 10:39:27,"The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!",66L,0,,,,,,,
0,2016-08-05 15:26:41,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/z3pzKBfP0U,66A,1,1.0,1.0,1.0,2.0,,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",3.0
0,2016-08-05 16:46:17,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/im2J6xXq1u,66M,1,1.0,1.0,1.0,1.0,Donald Trump,,3.0
0,2016-08-05 16:52:06,We need your support to get to the White House and defeat #CrookedHillary.  Let's Make America Great Again! https://t.co/J7ICZN3Bus,66F,1,1.0,1.0,1.0,2.0,,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",3.0
0,2016-08-05 16:52:06,We need your support to get to the White House and defeat #CrookedHillary.  Let's Make America Great Again! https://t.co/J7ICZN3Bus,66F,1,2.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-08-05 17:49:38,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/0KL9McborU,103L,0,,,,,,,
0,2016-08-05 17:59:21,We need your support to get to the White House and defeat #CrookedHillary.  Let's Make America Great Again! https://t.co/u2WQondgqm,103A,1,1.0,1.0,1.0,2.0,,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",3.0
0,2016-08-05 18:04:13,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/laUdwGO1aX",103M,1,1.0,1.0,1.0,1.0,Donald Trump,,3.0
0,2016-08-05 18:16:55,We need your support to get to the White House and defeat #CrookedHillary.  Let's Make America Great Again! https://t.co/FgPFo1NWiC,103F,1,1.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-08-05 18:19:22,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst. https://t.co/XcqwGHAUue,203L,0,,,,,,,
0,2016-08-05 18:34:44,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/DGMxQYUm7s,203A,0,,,,,,,
0,2016-08-05 18:36:42,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/pteWtMjXVO",203M,1,1.0,1.0,1.0,1.0,Donald Trump,,3.0
0,2016-08-05 21:12:00,"As President, I WILL fix this rigged system and only answer to YOU, the American people! https://t.co/r1ySXDJ1Wq",203F,1,1.0,1.0,1.0,1.0,Donald Trump,,3.0
0,2016-08-05 21:16:02,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst.  https://t.co/Q96e1Npa5d,33L,0,,,,,,,
0,2016-08-06 02:44:55,"Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR",33A,0,,,,,,,
0,2016-08-06 03:59:08,"Good luck #TeamUSA
#OpeningCeremony #Rio2016 https://t.co/mS8qsQpJPh",33M,0,,,,,,,
0,2016-08-06 14:24:43,"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!",33F,0,,,,,,,
0,2016-08-06 18:05:41,"LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more. Get YOURS today! https://t.co/pvNwKWlFy1",260L,0,,,,,,,
0,2016-08-06 18:11:50,"Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!",260A,0,,,,,,,
0,2016-08-07 02:03:39,".@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'
https://t.co/YbqkhWNm0g",260M,0,,,,,,,
0,2016-08-07 13:49:29,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,260F,0,,,,,,,
0,2016-08-07 23:09:08,"Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!",164L,0,,,,,,,
0,2016-08-08 13:28:20,"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8",164A,0,,,,,,,
0,2016-08-08 22:12:21,Thank you!  https://t.co/4p0hzpkVWF,164M,0,,,,,,,
0,2016-08-08 22:20:31,"Thank you @RepLouBarletta!
https://t.co/bre8u93vac https://t.co/eKtSXUw51R",164F,0,,,,,,,
0,2016-08-08 22:27:02,Thank you Congressman Steven Palazzo! https://t.co/R5Z4CGfjqJ https://t.co/XGSIJJQiGJ,190L,0,,,,,,,
0,2016-08-08 22:45:33,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,190A,1,1.0,0.0,,,,,
0,2016-08-09 02:45:10,Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!,190M,0,,,,,,,
0,2016-08-09 12:01:33,"""@sprts08: @realDonaldTrump @foxandfriends great interview.....all solid points on our economy TRUMP2016""",190F,0,,,,,,,
0,2016-08-09 15:07:45,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/dDA0CZWdYF,95L,0,,,,,,,
0,2016-08-09 15:09:17,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/J3NzuVpruI,95A,0,,,,,,,
0,2016-08-09 15:18:46,Act NOW for your chance to have a private lunch with Eric Trump &amp; tour of campaign HQ at Trump Tower in NYC. https://t.co/fwU0jMcB1m,95M,1,1.0,1.0,,,,,
0,2016-08-10 00:17:28,"Thank you @SenatorFischer! #TrumpPence16
https://t.co/RMtU6aRZTQ",95F,0,,,,,,,
0,2016-08-10 01:11:39,"When is the media going to talk about Hillary's policies that have gotten people killed, like Libya, open borders, and maybe her emails?",127L,1,1.0,1.0,0.0,1.0,Hillary Clinton,,4.0
0,2016-08-10 14:43:30,"""@dbongino: ‘Now cut off my mic!’ Bongino refuses to be bullied by Don Lemon over Trump, 2nd Amendment – HEATED! https://t.co/UgtfaUXzcr""",127A,0,,,,,,,
0,2016-08-10 15:36:31,Morning Joe's weakness is its low ratings. I don't watch anymore but I heard he went wild against Rudy Giuliani and #2A - sad &amp; irrelevant!,127M,0,,,,,,,
0,2016-08-10 20:37:58,"Great meeting w/ coal miners &amp; leaders from the Virginia coal industry- thank you! #MAGA
https://t.co/wnpVlq6oe4 https://t.co/32gdX684ew",127F,0,,,,,,,
0,2016-08-10 21:07:01,"Thank you Abingdon, Virginia! 
#MakeAmericaGreatAgain 
https://t.co/g7ivluiyF2 https://t.co/RQUKD6sjno",231L,0,,,,,,,
0,2016-08-10 23:36:35,"""@DSF2020: Really admire your determination: Working so hard for all Americans n daily having to defend yourself from a biased Media.""",231A,1,1.0,0.0,,,,,
0,2016-08-11 02:07:07,Great job today by the NYPD in protecting the people and saving the climber.,231M,0,,,,,,,
0,2016-08-11 14:15:40,This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1,231F,1,1.0,1.0,0.0,2.0,,"Media (e.g., Fake News)",3.0
0,2016-08-12 03:59:11,"""@SheriffClarke: https://t.co/G9R9CGhf8q Everything coming from this administration is a lie. Only @realDonaldTrump will change it""",220L,0,,,,,,,
0,2016-08-12 04:10:25,"""@EnemyWithinn: @realDonaldTrump @elsolarverde @nytimes People gotta stop believing media lies about Trump."" That would indeed be nice!",220A,0,,,,,,,
0,2016-08-12 10:26:20,"Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) ""the founder"" of ISIS, &amp; MVP. THEY DON'T GET SARCASM?",220M,1,1.0,1.0,,,,,
0,2016-08-12 11:07:51,A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!,220F,1,1.0,1.0,0.0,1.0,Hillary Clinton,,1.0
0,2016-08-12 16:09:35,The Establishment and special interests are absolutely killing our country.  We must put #AmericaFirst. https://t.co/R751UfHQ0A,174L,1,1.0,1.0,0.0,2.0,,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",3.0
